year,quarter,record_created,record_modified,user_modified,owner_org,log_date,log_activity
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-02-23,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-02-23,D
,,2021-02-05 14:30:24.961972,2021-02-05 14:30:24.961972,hbedja,tbs-sct,2021-02-23,D
2016.0,,,,,cta-otc,2021-03-25,D
2017.0,,,,,cta-otc,2021-03-25,D
2019.0,,,,,cta-otc,2021-03-25,D
,Q2,,,,fja-cmf,2021-03-25,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2021-03-25,D
,Q2,,,,ocol-clo,2021-03-25,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-03-25,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-03-25,D
,,2021-02-05 14:30:24.961972,2021-02-05 14:30:24.961972,hbedja,tbs-sct,2021-03-25,D
2016.0,,,,,cta-otc,2021-03-26,D
2017.0,,,,,cta-otc,2021-03-26,D
2019.0,,,,,cta-otc,2021-03-26,D
,Q2,,,,fja-cmf,2021-03-26,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2021-03-26,D
2021.0,Q4,2021-03-24 19:05:39.357387,2021-03-24 19:05:39.357387,mpcc-cppm,mpcc-cppm,2021-03-26,D
,Q2,,,,ocol-clo,2021-03-26,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-03-26,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2021-03-26,D
,,2021-02-05 14:30:24.961972,2021-02-05 14:30:24.961972,hbedja,tbs-sct,2021-03-26,D
2016.0,,,,,cta-otc,2020-09-04,D
2017.0,,,,,cta-otc,2020-09-04,D
2019.0,,,,,cta-otc,2020-09-04,D
,Q2,,,,fja-cmf,2020-09-04,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2020-09-04,D
2020.0,Q2,2020-07-30 13:28:09.124679,2020-07-30 13:28:09.124679,katielebrun,iaac-aeic,2020-09-04,D
,Q2,,,,ocol-clo,2020-09-04,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-09-04,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-09-04,D
2016.0,,,,,cta-otc,2020-10-06,D
2017.0,,,,,cta-otc,2020-10-06,D
2019.0,,,,,cta-otc,2020-10-06,D
,Q2,,,,fja-cmf,2020-10-06,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2020-10-06,D
,Q2,,,,ocol-clo,2020-10-06,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-10-06,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-10-06,D
2016.0,,,,,cta-otc,2020-10-07,D
2017.0,,,,,cta-otc,2020-10-07,D
2019.0,,,,,cta-otc,2020-10-07,D
,Q2,,,,fja-cmf,2020-10-07,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2020-10-07,D
,Q2,,,,ocol-clo,2020-10-07,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-10-07,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-10-07,D
2016.0,,,,,cta-otc,2020-10-10,D
2017.0,,,,,cta-otc,2020-10-10,D
2019.0,,,,,cta-otc,2020-10-10,D
,Q2,,,,fja-cmf,2020-10-10,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2020-10-10,D
,Q2,,,,ocol-clo,2020-10-10,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-10-10,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-10-10,D
2016.0,,,,,cta-otc,2020-10-14,D
2017.0,,,,,cta-otc,2020-10-14,D
2019.0,,,,,cta-otc,2020-10-14,D
,Q2,,,,fja-cmf,2020-10-14,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2020-10-14,D
,Q2,,,,ocol-clo,2020-10-14,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-10-14,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-10-14,D
2016.0,,,,,cta-otc,2020-10-15,D
2017.0,,,,,cta-otc,2020-10-15,D
2019.0,,,,,cta-otc,2020-10-15,D
,Q2,,,,fja-cmf,2020-10-15,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2020-10-15,D
,Q2,,,,ocol-clo,2020-10-15,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-10-15,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-10-15,D
2016.0,,,,,cta-otc,2020-10-20,D
2017.0,,,,,cta-otc,2020-10-20,D
2019.0,,,,,cta-otc,2020-10-20,D
,Q2,,,,fja-cmf,2020-10-20,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2020-10-20,D
,Q2,,,,ocol-clo,2020-10-20,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-10-20,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-10-20,D
2016.0,,,,,cta-otc,2020-10-24,D
2017.0,,,,,cta-otc,2020-10-24,D
2019.0,,,,,cta-otc,2020-10-24,D
,Q2,,,,fja-cmf,2020-10-24,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2020-10-24,D
,Q2,,,,ocol-clo,2020-10-24,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-10-24,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-10-24,D
2016.0,,,,,cta-otc,2020-10-27,D
2017.0,,,,,cta-otc,2020-10-27,D
2019.0,,,,,cta-otc,2020-10-27,D
,Q2,,,,fja-cmf,2020-10-27,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2020-10-27,D
,Q2,,,,ocol-clo,2020-10-27,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-10-27,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-10-27,D
2016.0,,,,,cta-otc,2020-10-29,D
2017.0,,,,,cta-otc,2020-10-29,D
2019.0,,,,,cta-otc,2020-10-29,D
,Q2,,,,fja-cmf,2020-10-29,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2020-10-29,D
,Q2,,,,ocol-clo,2020-10-29,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-10-29,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-10-29,D
2016.0,,,,,cta-otc,2020-10-30,D
2017.0,,,,,cta-otc,2020-10-30,D
2019.0,,,,,cta-otc,2020-10-30,D
,Q2,,,,fja-cmf,2020-10-30,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2020-10-30,D
,Q2,,,,ocol-clo,2020-10-30,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-10-30,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-10-30,D
2016.0,,,,,cta-otc,2020-10-31,D
2017.0,,,,,cta-otc,2020-10-31,D
2019.0,,,,,cta-otc,2020-10-31,D
,Q2,,,,fja-cmf,2020-10-31,D
2020.0,Q3,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2020-10-31,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2020-10-31,D
,Q2,,,,ocol-clo,2020-10-31,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-10-31,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-10-31,D
2016.0,,,,,cta-otc,2020-11-01,D
2017.0,,,,,cta-otc,2020-11-01,D
2019.0,,,,,cta-otc,2020-11-01,D
,Q2,,,,fja-cmf,2020-11-01,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2020-11-01,D
,Q2,,,,ocol-clo,2020-11-01,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-11-01,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-11-01,D
2016.0,,,,,cta-otc,2020-11-03,D
2017.0,,,,,cta-otc,2020-11-03,D
2019.0,,,,,cta-otc,2020-11-03,D
,Q2,,,,fja-cmf,2020-11-03,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2020-11-03,D
,Q2,,,,ocol-clo,2020-11-03,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-11-03,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-11-03,D
,Q2,,,,fja-cmf,2020-11-05,D
2016.0,,,,,cta-otc,2020-11-05,D
2017.0,,,,,cta-otc,2020-11-05,D
2019.0,,,,,cta-otc,2020-11-05,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2020-11-05,D
,Q2,,,,ocol-clo,2020-11-05,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-11-05,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-11-05,D
,Q2,,,,fja-cmf,2020-11-10,D
2016.0,,,,,cta-otc,2020-11-10,D
2017.0,,,,,cta-otc,2020-11-10,D
2019.0,,,,,cta-otc,2020-11-10,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2020-11-10,D
,Q2,,,,ocol-clo,2020-11-10,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-11-10,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2020-11-10,D
,Q2,,,,fja-cmf,2022-09-15,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-09-15,D
,Q2,,,,ocol-clo,2022-09-15,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-09-15,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-09-15,D
,Q2,,,,fja-cmf,2022-10-07,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-10-07,D
,Q2,,,,ocol-clo,2022-10-07,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-10-07,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-10-07,D
2022.0,Q4,2022-05-03 14:44:51.636359,2022-05-03 14:44:51.636359,fstlouis,psc-cfp,2022-10-07,D
,Q2,,,,fja-cmf,2022-10-08,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-10-08,D
,Q2,,,,ocol-clo,2022-10-08,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-10-08,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-10-08,D
2022.0,Q4,2022-07-07 16:22:18.179989,2022-07-07 16:22:18.179989,rzbib,ssc-spc,2022-10-08,D
,Q2,,,,fja-cmf,2022-10-12,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-10-12,D
,Q2,,,,ocol-clo,2022-10-12,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-10-12,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-10-12,D
,Q2,,,,fja-cmf,2022-10-14,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-10-14,D
,Q2,,,,ocol-clo,2022-10-14,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-10-14,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-10-14,D
,Q2,,,,fja-cmf,2022-10-21,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-10-21,D
,Q2,,,,ocol-clo,2022-10-21,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-10-21,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-10-21,D
,Q2,,,,fja-cmf,2022-10-25,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-10-25,D
,Q2,,,,ocol-clo,2022-10-25,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-10-25,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-10-25,D
,Q2,,,,fja-cmf,2022-10-27,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-10-27,D
,Q2,,,,ocol-clo,2022-10-27,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-10-27,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-10-27,D
,Q2,,,,fja-cmf,2022-10-29,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-10-29,D
,Q2,,,,ocol-clo,2022-10-29,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-10-29,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-10-29,D
,Q2,,,,fja-cmf,2022-11-01,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2022-11-01,D
,Q2,,,,ocol-clo,2022-11-01,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-11-01,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2022-11-01,D
,Q2,,,,fja-cmf,2023-01-19,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2023-01-19,D
,Q2,,,,ocol-clo,2023-01-19,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2023-01-19,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2023-01-19,D
,Q2,,,,fja-cmf,2023-01-24,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2023-01-24,D
,Q2,,,,ocol-clo,2023-01-24,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2023-01-24,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2023-01-24,D
,Q2,,,,fja-cmf,2023-01-25,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2023-01-25,D
,Q2,,,,ocol-clo,2023-01-25,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2023-01-25,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2023-01-25,D
,Q2,,,,fja-cmf,2023-01-27,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2023-01-27,D
,Q2,,,,ocol-clo,2023-01-27,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2023-01-27,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2023-01-27,D
,Q2,,,,fja-cmf,2023-01-31,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2023-01-31,D
,Q2,,,,ocol-clo,2023-01-31,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2023-01-31,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2023-01-31,D
,Q2,,,,fja-cmf,2023-02-01,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2023-02-01,D
,Q2,,,,ocol-clo,2023-02-01,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2023-02-01,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2023-02-01,D
,Q2,,,,fja-cmf,2023-02-09,D
,Q4,2020-05-29 01:21:17.750217,2020-05-29 01:21:17.750217,nelson55,fja-cmf,2023-02-09,D
,Q2,,,,ocol-clo,2023-02-09,D
2019.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2023-02-09,D
2020.0,,2020-06-05 17:10:48.295135,2020-06-05 17:10:48.295135,michelle_bergeron,osgg-bsgg,2023-02-09,D
2023.0,Q3,2023-02-20T16:19:10,2023-02-20T16:19:10,ngrecco,pco-bcp,2023-09-21,D
2021.0,Q3,2022-02-21T13:05:20,2022-02-21T13:05:20,jshunter,csa-asc,2024-03-06,D
2024.0,Q4,2024-04-08T13:12:04,2024-04-08T13:12:04,crccweb,cpc-cpp,2024-07-09,D
2024.0,Q2,2024-07-18T20:41:08,2024-07-18T20:41:08,allakariallakk,prairiescan,2024-07-23,D
2024.0,Q4,2024-04-15T13:15:54,2024-04-15T13:15:54,cguay,oic-ci,2024-10-08,D
2017.0,Q1,2023-04-25T16:09:37,2023-04-25T16:09:37,rc-reg,fpcc-cpac,2025-06-04,D
2018.0,Q1,2023-04-25T16:09:37,2023-04-25T16:09:37,rc-reg,fpcc-cpac,2025-06-05,D
2019.0,Q2,2023-04-25T16:09:37,2023-04-25T16:09:37,rc-reg,fpcc-cpac,2025-06-05,D
2025.0,Q4,2025-05-28T12:22:33,2025-05-28T12:22:33,cguay,oic-ci,2025-07-05,D
2025.0,Q4,2025-04-30T13:47:40,2025-04-30T13:47:40,mabelm,cwa-aec,2025-10-29,D
2025.0,Q4,2025-04-15T13:41:06,2025-04-15T13:41:06,crccweb,cpc-cpp,2026-01-20,D
